ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
582,HDB-PASIR RIS,PASIR RIS STREET 53,40637.3246,39704.3662
24,TANGLIN GROVE,TANGLIN HALT ROAD,24251.5164,31116.0833
514,WESTWOOD COURT,JURONG WEST STREET 52,15405.9382,36542.4091
201D,COMPASSVALE SOUTH GATE,COMPASSVALE DRIVE,34708.3777,41024.8506
206A,COMPASSVALE PLACE,COMPASSVALE LANE,35057.9773,40935.5991
205C,COMPASSVALE PLACE,COMPASSVALE LANE,35031.7149,40892.4823
206C,COMPASSVALE PLACE,COMPASSVALE LANE,35147.8427,40972.9334
206D,COMPASSVALE PLACE,COMPASSVALE LANE,35115.864,40989.455
209A,COMPASSVALE VIEW,COMPASSVALE LANE,35254.159,40616.8132
521,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40358.1135,39509.3928
503,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40482.3821,39744.6981
479,HDB-TAMPINES,TAMPINES STREET 44,41382.2909,38166.2545
497J,HDB-TAMPINES,TAMPINES STREET 45,42042.9807,37926.407
497D,HDB-TAMPINES,TAMPINES STREET 45,41995.2739,37878.8706
497H,HDB-TAMPINES,TAMPINES STREET 45,42087.9654,37968.9397
76,MARINE DRIVE VIEW,MARINE DRIVE,36282.0675,31697.7327
67,MARINE DRIVE GARDENS,MARINE DRIVE,36489.7516,31865.9227
75,MARINE DRIVE VIEW,MARINE DRIVE,36249.1019,31746.0427
62,MARINE DRIVE GARDENS,MARINE DRIVE,36427.1487,31668.3014
258B,COMPASSVALE GARDENS,COMPASSVALE ROAD,35131.9287,41645.7241
262C,COMPASSVALE NORTH GATE,COMPASSVALE STREET,34876.0409,41830.1082
456,HDB-TAMPINES,TAMPINES STREET 42,41490.496,37747.7393
459,HDB-TAMPINES,TAMPINES STREET 42,41439.4663,37826.9602
450F,HDB-TAMPINES,TAMPINES STREET 42,41321.4795,37778.6259
450G,HDB-TAMPINES,TAMPINES STREET 42,41305.104,37826.46
50A,,DORSET ROAD,29898.3366,32779.9375
104B,EASTBROOK @ CANBERRA,CANBERRA STREET,27813.7576,48000.5857
104,EASTBROOK @ CANBERRA,CANBERRA STREET,27841.4517,47990.8284
104A,EASTBROOK @ CANBERRA,CANBERRA STREET,27882.6666,47999.0499
932A,HOUGANG CRIMSON,HOUGANG AVENUE 9,33389.926,39695.4498
932,HOUGANG CRIMSON,HOUGANG AVENUE 9,33416.631,39685.4878
579,HDB-PASIR RIS,PASIR RIS STREET 53,40690.9637,39602.8313
601D,PUNGGOL VISTA,PUNGGOL CENTRAL,36294.0445,42758.2787
297,PUNGGOL GROVE,PUNGGOL CENTRAL,36027.4633,42672.8194
161B,HDB-PUNGGOL,PUNGGOL CENTRAL,37124.1094,41957.6022
602B,PUNGGOL VISTA,PUNGGOL CENTRAL,36184.5526,42763.6676
294,PUNGGOL GROVE,PUNGGOL CENTRAL,35936.6009,42714.9017
257,HDB-SERANGOON ESTATE,SERANGOON CENTRAL DRIVE,32308.1096,37468.5117
258,HDB-SERANGOON ESTATE,SERANGOON CENTRAL DRIVE,32383.6666,37473.2951
256,HDB-SERANGOON ESTATE,SERANGOON CENTRAL DRIVE,32243.2374,37465.8605
412,HDB-SEMBAWANG,SEMBAWANG DRIVE,26313.1683,48168.2103
513,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40269.5837,39685.9835
516,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40266.2663,39572.2149
295,PUNGGOL GROVE,PUNGGOL CENTRAL,35967.9632,42639.0913
187,HDB-PUNGGOL,PUNGGOL CENTRAL,36631.6195,42292.5514
268A,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35131.2626,42885.1287
175B,HDB-PUNGGOL,PUNGGOL FIELD,36383.109,42184.0131
201D,,PUNGGOL FIELD,35781.9637,42379.2798
269A,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35306.7489,42778.7107
173A,HDB-PUNGGOL,PUNGGOL FIELD,36461.7388,42100.2612
269,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35359.3079,42808.6987
167,HDB-BUKIT PANJANG,PETIR ROAD,20393.5724,39934.0205
143,HDB-BUKIT PANJANG,PETIR ROAD,20655.6524,39818.114
633B,EDGEDALE GREEN,PUNGGOL DRIVE,36911.6495,42565.6534
632B,EDGEDALE GREEN,PUNGGOL DRIVE,36882.4527,42523.7979
632A,EDGEDALE GREEN,PUNGGOL DRIVE,36905.308,42507.4567
106,HDB-BUKIT PANJANG,GANGSA ROAD,20665.3986,39986.8261
577,HDB-HOUGANG,HOUGANG AVENUE 4,33757.3673,40066.6256
608,HDB-HOUGANG,HOUGANG AVENUE 4,33799.1054,39206.793
605,HDB-HOUGANG,HOUGANG AVENUE 4,33917.6555,39220.2816
666,HDB-HOUGANG,HOUGANG AVENUE 4,33744.1277,39534.843
932B,HOUGANG CRIMSON,HOUGANG AVENUE 9,33443.7862,39680.0901
932C,HOUGANG CRIMSON,HOUGANG AVENUE 9,33470.302,39677.8827
107,RIVERVALE COURT,RIVERVALE WALK,35451.1164,40551.2879
507,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32668.3695,39329.6186
504,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32770.9014,39506.8367
535A,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32587.1316,39507.432
503,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32809.547,39555.6612
517,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32536.8776,39259.5313
409,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,32574.0756,36696.8671
417,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,32644.879,36894.6622
479,HDB-SEMBAWANG,SEMBAWANG DRIVE,26051.3595,48229.2064
470,HDB-SEMBAWANG,SEMBAWANG DRIVE,25978.9561,48133.442
724,HDB-PASIR RIS,PASIR RIS STREET 72,39453.2686,40322.4725
723,HDB-PASIR RIS,PASIR RIS STREET 72,39493.5007,40294.4231
716,HDB-PASIR RIS,PASIR RIS STREET 72,39508.669,40562.1108
605,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18010.6173,42221.1771
625,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18286.4025,42279.1667
601,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18160.3216,42090.8702
430,HDB-HOUGANG,HOUGANG AVENUE 6,34670.8663,39701.6143
530,HDB-HOUGANG,HOUGANG AVENUE 6,34321.29,39684.6955
268C,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35191.3082,42814.6552
866,TAMPINES VISTA,TAMPINES STREET 83,39257.7718,37371.9019
868,TAMPINES VISTA,TAMPINES STREET 83,39202.4309,37430.0122
729,HDB-WOODLANDS,WOODLANDS CIRCLE,24134.2246,47139.8779
9,HDB-BEDOK,BEDOK SOUTH AVENUE 2,39528.03,33939.5681
8,HDB-BEDOK,BEDOK SOUTH AVENUE 2,39432.6341,33898.8756
7,HDB-BEDOK,BEDOK SOUTH AVENUE 2,39366.7978,33895.962
6,HDB-BEDOK,BEDOK SOUTH AVENUE 2,39315.1606,33829.7995
5,HDB-BEDOK,BEDOK SOUTH AVENUE 2,39249.2813,33826.9735
3,HDB-BEDOK,BEDOK SOUTH AVENUE 1,39113.6853,33796.4233
607,HDB-HOUGANG,HOUGANG AVENUE 4,33880.1232,39141.0908
603,HDB-HOUGANG,HOUGANG AVENUE 4,33869.7152,39291.2
667,HDB-HOUGANG,HOUGANG AVENUE 4,33623.4265,39531.7413
576,HDB-HOUGANG,HOUGANG AVENUE 4,33924.351,40034.9346
579,HDB-HOUGANG,HOUGANG AVENUE 4,33869.6941,40112.7092
578,HDB-HOUGANG,HOUGANG AVENUE 4,33780.9119,40103.1621
122B,RIVERVALE BANK,SENGKANG EAST WAY,36147.9808,41011.2879
261C,COMPASSVALE NORTH GATE,SENGKANG EAST WAY,34852.234,41692.1341
906,TAMPINES PALMSVILLE,TAMPINES AVENUE 4,39873.0252,36934.3654
809,TAMPINES POLYVIEW,TAMPINES AVENUE 4,39479.9945,36472.9702
209,HDB-SERANGOON,SERANGOON CENTRAL,32556.5438,37393.6329
410,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,32509.9104,36656.1038
203,HDB-SERANGOON,SERANGOON CENTRAL,32448.2437,37131.5132
422,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,32750.0601,36774.553
897B,HDB-WOODLANDS,WOODLANDS DRIVE 50,23624.2648,46416.8177
292,HDB-TAMPINES,TAMPINES STREET 22,41628.1103,36922.2999
297,HDB-TAMPINES,TAMPINES STREET 22,41518.6891,37029.1439
299A,TAMPINES LODGE,TAMPINES STREET 22,41423.6242,36902.5749
417,SUN PLAZA VIEW,TAMPINES STREET 41,40682.138,37872.9054
410,SUN PLAZA VIEW,TAMPINES STREET 41,40548.8391,37873.1155
528,HDB-HOUGANG,HOUGANG AVENUE 6,34367.1168,39680.9432
423,HDB-HOUGANG,HOUGANG AVENUE 6,34750.4999,39564.5632
524,HDB-HOUGANG,HOUGANG AVENUE 6,34387.6031,39563.8981
356,HDB-HOUGANG,HOUGANG AVENUE 7,35288.7456,39399.9904
341,HDB-HOUGANG,HOUGANG AVENUE 7,35263.778,39162.5131
852,HDB-HOUGANG,HOUGANG CENTRAL,34726.0921,39080.1245
838,HDB-HOUGANG,HOUGANG CENTRAL,34465.1862,39099.6822
809,HDB-HOUGANG,HOUGANG CENTRAL,34716.1754,39245.4904
407,HDB-SEMBAWANG,SEMBAWANG DRIVE,26166.2082,48326.9272
313,HDB-SEMBAWANG,SEMBAWANG DRIVE,26707.8455,47347.9228
625,,SENJA ROAD,19880.7624,40842.0146
608,HDB-BUKIT PANJANG,SENJA ROAD,19992.8392,40539.9105
622,HDB-BUKIT PANJANG,SENJA ROAD,19998.7171,40875.0135
626,,SENJA ROAD,19827.2884,40824.4065
628,SENJA CENTRE,SENJA ROAD,19864.8892,40782.521
235,HDB-TAMPINES,SIMEI STREET 4,41594.597,36123.5155
231,HDB-TAMPINES,SIMEI STREET 4,41753.6591,36195.3867
234,HDB-TAMPINES,SIMEI STREET 4,41591.7023,36179.394
229,HDB-TAMPINES,SIMEI STREET 4,41664.8172,36145.1492
222,HDB-TAMPINES,SIMEI STREET 4,41762.8532,35965.5454
907,TAMPINES PALMSVILLE,TAMPINES AVENUE 4,39805.3909,36969.6173
816,TAMPINES POLYVIEW,TAMPINES AVENUE 4,39600.4278,36648.1412
493C,HDB-TAMPINES,TAMPINES STREET 43,41156.524,38218.2325
494C,HDB-TAMPINES,TAMPINES STREET 43,41271.8551,38417.237
434,HDB-TAMPINES,TAMPINES STREET 43,41164.813,37923.8942
441,,TAMPINES STREET 43,41228.4626,38041.5756
495E,HDB-TAMPINES,TAMPINES STREET 43,41255.0767,38454.7306
437,HDB-TAMPINES,TAMPINES STREET 43,41161.9912,38003.9956
443,HDB-TAMPINES,TAMPINES STREET 43,41196.6222,37881.1291
101,AH HOOD GARDENS,AH HOOD ROAD,29242.2666,34402.3135
405,SUN PLAZA GREEN,TAMPINES STREET 41,40419.7006,37765.4991
910,TAMPINES PALMSVILLE,TAMPINES STREET 91,39732.472,36881.6339
914,TAMPINES PALMSVILLE,TAMPINES STREET 91,39824.4265,36794.4108
915,TAMPINES PALMSVILLE,TAMPINES STREET 91,39823.9485,36747.7309
413,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,17900.655,40365.9312
402,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,17552.2803,40130.9293
561,SPRING HAVEN @ JURONG,JURONG WEST STREET 42,15339.3054,37400.0929
561B,SPRING HAVEN @ JURONG,JURONG WEST STREET 42,15352.5639,37429.5962
802A,KEAT HONG CREST,KEAT HONG CLOSE,18001.0126,39612.8333
802B,KEAT HONG CREST,KEAT HONG CLOSE,17932.0648,39637.8308
475,HDB-SEMBAWANG,SEMBAWANG DRIVE,26193.0834,48058.3763
401,SUN PLAZA GREEN,TAMPINES STREET 41,40419.1452,37684.0244
432,HDB-TAMPINES,TAMPINES STREET 41,41044.7248,37884.6456
411,SUN PLAZA VIEW,TAMPINES STREET 41,40548.9088,37909.787
403,SUN PLAZA GREEN,TAMPINES STREET 41,40419.7249,37732.5391
406,SUN PLAZA GREEN,TAMPINES STREET 41,40514.9417,37768.0187
409,SUN PLAZA VIEW,TAMPINES STREET 41,40444.4901,37914.3447
423,SUN PLAZA GARDENS,TAMPINES STREET 41,40718.3866,37684.0211
402,SUN PLAZA GREEN,TAMPINES STREET 41,40484.8552,37710.9408
419,SUN PLAZA GARDENS,TAMPINES STREET 41,40621.0466,37768.033
239,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21078.7807,40235.5138
237,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21025.477,40060.6039
361,HDB-BUKIT BATOK,BUKIT BATOK STREET 31,18832.6774,38088.6937
366,HDB-BUKIT BATOK,BUKIT BATOK STREET 31,18607.0521,38047.9059
310,HDB-BUKIT BATOK,BUKIT BATOK STREET 32,18597.3003,37967.8421
612,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18099.2988,42431.5445
613,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18105.2121,42501.2744
602,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18115.8214,42125.8651
616,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18139.2444,42385.5174
604,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18130.2274,42229.4947
102,AH HOOD GARDENS,JALAN DUSUN,29212.0607,34454.4995
103,AH HOOD GARDENS,AH HOOD ROAD,29280.766,34464.8853
361,HDB-TAMPINES,TAMPINES STREET 34,42384.8843,37570.373
359,HDB-TAMPINES,TAMPINES STREET 34,42280.5521,37552.402
362,HDB-TAMPINES,TAMPINES STREET 34,42273.4648,37592.1262
924,TAMPINES PALMSPRING,TAMPINES STREET 91,39958.9382,36547.0854
930,TAMPINES PALMSPRING,TAMPINES STREET 91,39829.603,36455.5146
331,HDB-TAMPINES,TAMPINES STREET 32,42074.7059,37273.1355
325,HDB-TAMPINES,TAMPINES STREET 32,41996.5574,37192.7063
326,HDB-TAMPINES,TAMPINES STREET 32,41947.3711,37192.6677
802C,KEAT HONG CREST,KEAT HONG CLOSE,17905.0379,39643.6301
801C,KEAT HONG CREST,KEAT HONG CLOSE,17906.8217,39688.077
801D,KEAT HONG CREST,KEAT HONG CLOSE,17952.1228,39681.3793
479,HDB-PASIR RIS,PASIR RIS DRIVE 4,42009.8634,39685.9868
87,,WHAMPOA DRIVE,30494.7858,33948.1216
88,HDB-KALLANG/WHAMPOA,WHAMPOA DRIVE,30432.0181,33943.4886
217,HDB-JURONG EAST,JURONG EAST STREET 21,17396.6317,35792.5332
225A,HDB-JURONG EAST,JURONG EAST STREET 21,17261.3788,36026.8339
102,CRESCENT VIEW,COMMONWEALTH CRESCENT,24362.042,32238.1473
112,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,24089.8295,32104.5719
415,SUN PLAZA VIEW,TAMPINES STREET 41,40647.6109,37947.8538
425,SUN PLAZA VIEW,TAMPINES STREET 41,40782.9945,37903.7631
872,TAMPINES VISTA,TAMPINES STREET 84,39021.5358,37368.6984
882,TAMPINES SPRING,TAMPINES STREET 84,39144.8428,37128.2158
126,RIVERVALE PLAINS,RIVERVALE STREET,35687.9232,41220.8487
138,RIVERVALE PLAINS,RIVERVALE STREET,35935.3195,41174.5217
127,RIVERVALE PLAINS,RIVERVALE STREET,35667.1062,41390.4019
125,RIVERVALE PLAINS,RIVERVALE STREET,35759.6239,41210.9154
133,RIVERVALE PLAINS,RIVERVALE STREET,35825.3639,41174.6743
509,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32766.4996,39269.1049
1,HDB-BEDOK,BEDOK SOUTH AVENUE 1,39173.8129,33678.856
21,HDB-BEDOK,BEDOK SOUTH ROAD,39111.7478,33600.7727
20,HDB-BEDOK,BEDOK SOUTH ROAD,39173.4908,33579.3359
19,HDB-BEDOK,BEDOK SOUTH ROAD,39235.3888,33557.7299
237,HDB-PASIR RIS,PASIR RIS STREET 21,42417.2613,39564.5986
241,HDB-PASIR RIS,PASIR RIS STREET 21,42361.6594,39447.0567
561,HDB-PASIR RIS,PASIR RIS STREET 51,41081.5246,38783.1911
552,HDB-PASIR RIS,PASIR RIS STREET 51,41269.0477,38831.604
556,HDB-PASIR RIS,PASIR RIS STREET 51,41197.0162,38844.3245
548,HDB-PASIR RIS,PASIR RIS STREET 51,41388.0592,38939.9385
308,HDB-TAMPINES,TAMPINES STREET 32,41734.8636,37219.076
388,HDB-TAMPINES,TAMPINES STREET 32,41911.0749,37486.6022
140,HDB-BEDOK,BEDOK NORTH STREET 2,39363.2703,34675.0105
138,HDB-BEDOK,BEDOK NORTH STREET 2,39465.6173,34691.5176
137,HDB-POTONG PASIR,POTONG PASIR AVENUE 3,31619.8918,35116.7361
165A,,PUNGGOL CENTRAL,37062.7215,41877.5703
301A,CORALINUS,PUNGGOL CENTRAL,36109.1539,42891.8653
601,PUNGGOL VISTA,PUNGGOL CENTRAL,36246.0511,42726.2138
619A,PUNGGOL BREEZE,PUNGGOL DRIVE,36692.3733,42718.6218
619D,PUNGGOL BREEZE,PUNGGOL DRIVE,36653.9559,42664.6666
118,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,24369.1204,32119.4646
103,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,24315.7703,32295.793
108,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,24190.5203,32207.4834
116,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,24295.1667,32143.8757
100,CRESCENT VIEW,COMMONWEALTH CRESCENT,24433.5679,32224.9465
115A,CHONG PANG GARDEN,YISHUN RING ROAD,27354.1991,46114.5055
110,CHONG PANG GARDEN,YISHUN RING ROAD,27518.6722,46163.477
32,TANGLIN GROVE,TANGLIN HALT ROAD,24223.6529,31330.9787
31,TANGLIN GROVE,TANGLIN HALT ROAD,24233.1138,31302.3838
30,TANGLIN GROVE,TANGLIN HALT ROAD,24243.1887,31274.0954
525,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32386.7916,39350.1757
500,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32721.4529,39613.6598
523,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32402.065,39446.3739
506A,HDB-SERANGOON ESTATE,SERANGOON NORTH AVENUE 4,32730.9138,39447.6065
535,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32515.2106,39511.274
539,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32325.7522,39661.8534
506B,HDB-SERANGOON ESTATE,SERANGOON NORTH AVENUE 4,32727.8996,39386.7166
540,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32368.4929,39623.9881
502,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32801.6562,39609.4207
230,HDB-TAMPINES,SIMEI STREET 4,41637.1794,36168.0533
218,HDB-TAMPINES,TAMPINES STREET 24,41239.7834,37392.4511
230,HDB-TAMPINES,TAMPINES STREET 24,41290.9084,37557.9667
220,HDB-TAMPINES,TAMPINES STREET 24,41209.3717,37532.6647
430,HDB-TAMPINES,TAMPINES STREET 41,41001.7861,37958.2463
428,SUN PLAZA VIEW,TAMPINES STREET 41,40864.102,37906.6666
424,SUN PLAZA GARDENS,TAMPINES STREET 41,40786.9538,37727.9581
142,HDB-BUKIT MERAH,JALAN BUKIT MERAH,27414.3399,28830.6042
243,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21097.1268,40276.5758
450,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,21224.0722,40719.718
619B,PUNGGOL BREEZE,PUNGGOL DRIVE,36649.563,42749.1377
75B,,REDHILL ROAD,26059.0986,30099.2025
71,REDHILL RISE,REDHILL ROAD,26236.8124,29970.7225
505,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32783.4894,39471.9723
518,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32538.7232,39294.7277
511,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32709.0111,39245.8335
531,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32652.5717,39646.0954
512,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32666.0801,39280.304
515,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32492.6331,39230.1031
312,HDB-SEMBAWANG,SEMBAWANG DRIVE,26630.1972,47351.2854
933A,HOUGANG CRIMSON,HOUGANG AVENUE 9,33421.2895,39749.8966
562,SPRING HAVEN @ JURONG,JURONG WEST STREET 42,15383.1505,37332.244
442,HDB-PASIR RIS,PASIR RIS DRIVE 6,41870.1765,38995.5194
475,HDB-PASIR RIS,PASIR RIS DRIVE 6,41780.7358,39687.9708
467,HDB-PASIR RIS,PASIR RIS DRIVE 6,41737.5924,39498.9484
584,HDB-PASIR RIS,PASIR RIS STREET 53,40674.2828,39662.5627
576,HDB-PASIR RIS,PASIR RIS STREET 53,40618.1541,39472.2832
570,HDB-PASIR RIS,PASIR RIS STREET 53,40596.8778,39419.6402
580,HDB-PASIR RIS,PASIR RIS STREET 53,40637.879,39617.2161
571,HDB-PASIR RIS,PASIR RIS STREET 53,40503.8066,39456.2208
895B,HDB-WOODLANDS,WOODLANDS DRIVE 50,23363.3324,46370.9719
8,,NORTH BRIDGE ROAD,31415.0104,31880.0563
12,GOLDEN BEACH VISTA,NORTH BRIDGE ROAD,31278.9518,31849.5582
7,,NORTH BRIDGE ROAD,31382.0592,31851.9063
46,HDB-KALLANG/WHAMPOA,OWEN ROAD,29945.3331,33047.0465
45,HDB-KAMPONG JAVA,OWEN ROAD,29948.3494,33097.4101
44,HDB-KALLANG/WHAMPOA,OWEN ROAD,29898.5358,33088.1163
750,HDB-PASIR RIS,PASIR RIS STREET 71,39276.4919,40021.06
740,HDB-PASIR RIS,PASIR RIS STREET 71,39425.4338,39987.7611
780,HDB-PASIR RIS,PASIR RIS STREET 71,39626.5363,39508.8937
610,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 62,18036.261,42366.9122
115,HDB-TAMAN JURONG,HO CHING ROAD,15907.3865,35096.3252
111,HDB-JURONG WEST,HO CHING ROAD,15756.7583,35120.5017
735,HDB-WOODLANDS,WOODLANDS CIRCLE,24010.6919,47246.7131
743,HDB-WOODLANDS,WOODLANDS CIRCLE,23881.715,47265.6845
748,HDB-WOODLANDS,WOODLANDS CIRCLE,23781.8531,47443.3276
737,HDB-WOODLANDS,WOODLANDS CIRCLE,23938.6015,47260.1685
767,HDB-WOODLANDS,WOODLANDS CIRCLE,24024.1339,47536.5127
409,HDB-SEMBAWANG,SEMBAWANG DRIVE,26256.4155,48294.5536
406,HDB-SEMBAWANG,SEMBAWANG DRIVE,26180.9968,48280.9255
473,HDB-SEMBAWANG,SEMBAWANG DRIVE,26130.8491,48106.9164
481,HDB-SEMBAWANG,SEMBAWANG DRIVE,25971.9108,48288.2607
314,HDB-SEMBAWANG,SEMBAWANG DRIVE,26650.5186,47262.3881
415,HDB-SEMBAWANG,SEMBAWANG DRIVE,26359.0515,48138.9857
801,HDB-KALLANG/WHAMPOA,FRENCH ROAD,31021.4961,32187.09
8,,FRENCH ROAD,31051.1289,32169.8215
568,,GANGES AVENUE,27745.881,30257.6593
173,HDB-BUKIT PANJANG,GANGSA ROAD,20593.1059,40211.2022
670A,HDB-JURONG WEST,JURONG WEST STREET 65,13481.4461,36249.3476
628,HDB-JURONG WEST,JURONG WEST STREET 65,13101.604,36040.0414
578,HDB-PASIR RIS,PASIR RIS STREET 53,40707.8161,39553.5465
581,HDB-PASIR RIS,PASIR RIS STREET 53,40608.96,39659.8849
585,HDB-PASIR RIS,PASIR RIS STREET 53,40693.252,39705.1275
577,HDB-PASIR RIS,PASIR RIS STREET 53,40644.745,39494.3739
586,HDB-PASIR RIS,PASIR RIS STREET 53,40751.578,39695.566
293,PUNGGOL GROVE,PUNGGOL CENTRAL,35971.0824,42770.6054
295,HDB-TAMPINES,TAMPINES STREET 22,41541.737,36988.2953
284,HDB-TAMPINES,TAMPINES STREET 22,41277.837,36802.8902
933,TAMPINES PALMSPRING,TAMPINES STREET 91,39772.172,36375.7651
935,TAMPINES PALMSPRING,TAMPINES STREET 91,39992.3776,36419.183
751,HDB-PASIR RIS,PASIR RIS STREET 71,39179.3909,40026.8571
769,HDB-PASIR RIS,PASIR RIS STREET 71,39332.2708,39678.0165
753,HDB-PASIR RIS,PASIR RIS STREET 71,39258.0628,39904.4054
303,CORALINUS,PUNGGOL CENTRAL,36066.7007,42875.46
199C,HDB-PUNGGOL,PUNGGOL FIELD,36089.1964,42502.0789
267B,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35190.6365,42920.6516
201A,,PUNGGOL FIELD,35814.2067,42439.9695
110C,HDB-PUNGGOL,PUNGGOL FIELD,36537.4075,41921.6013
811,HDB-HOUGANG,HOUGANG CENTRAL,34713.1402,39321.9394
837,HDB-HOUGANG,HOUGANG CENTRAL,34477.1886,39035.88
202,HDB-BUKIT PANJANG,PETIR ROAD,21492.9373,39355.5822
208,HDB-BUKIT PANJANG,PETIR ROAD,21512.9797,39553.4149
212,HDB-BUKIT PANJANG,PETIR ROAD,21594.4866,39611.1667
138,HDB-BUKIT PANJANG,PETIR ROAD,20934.0347,39618.6149
145,HDB-BUKIT PANJANG,PETIR ROAD,20606.6676,39777.5254
211,HDB-BUKIT PANJANG,PETIR ROAD,21637.3092,39628.9697
209,HDB-BUKIT PANJANG,PETIR ROAD,21603.3831,39573.4188
637B,THE MEADOWS,PUNGGOL DRIVE,37084.9814,42374.8271
640A,THE MEADOWS,PUNGGOL DRIVE,37171.2021,42352.5097
990A,,JURONG WEST STREET 93,12615.8706,35271.682
667D,HDB-JURONG WEST,JURONG WEST STREET 65,13408.3201,36003.8801
176D,,EDGEFIELD PLAINS,36472.2033,42203.0211
116,,EDGEFIELD PLAINS,36189.9956,41923.6196
118,,EDGEFIELD PLAINS,36104.8416,42011.1239
178,,EDGEFIELD PLAINS,36359.0022,42364.9149
615B,PUNGGOL SPRING,EDGEFIELD PLAINS,36520.5618,42844.7405
103C,,EDGEFIELD PLAINS,35925.811,42128.2774
19,HDB-GHIM MOH,GHIM MOH ROAD,22989.7357,32637.7719
2,GHIM MOH GREEN,GHIM MOH ROAD,22842.0054,32741.7379
8,HDB-GHIM MOH,GHIM MOH ROAD,22916.7468,32541.9888
927,TAMPINES PALMSPRING,TAMPINES STREET 91,39927.8603,36476.5298
934,TAMPINES PALMSPRING,TAMPINES STREET 91,39886.0713,36385.986
926,TAMPINES PALMSPRING,TAMPINES STREET 91,39982.1211,36461.1966
928,TAMPINES PALMSPRING,TAMPINES STREET 91,39895.9127,36456.6721
912,TAMPINES PALMSVILLE,TAMPINES STREET 91,39789.25,36839.5063
929,TAMPINES PALMSPRING,TAMPINES STREET 91,39829.5132,36502.9294
23,GHIM MOH VALLEY,GHIM MOH LINK,22757.1237,32333.0276
22,GHIM MOH VALLEY,GHIM MOH LINK,22706.2279,32379.2728
27,GHIM MOH VALLEY,GHIM MOH LINK,22648.1606,32282.3863
26,GHIM MOH VALLEY,GHIM MOH LINK,22697.7264,32292.8055
806,HDB-HOUGANG,HOUGANG CENTRAL,34764.2429,39232.4844
