X,Y,description,ADDRESSBUILDINGNAME,ADDRESSSTREETNAME
103.8317579,1.293802346,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ GREAT WORLD CITY,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #B1-18"
103.7882145,1.306848818,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ THE STAR VISTA,"1 VISTA EXCHANGE GREEN, THE STAR VISTA, #B1-02"
103.7641729,1.362674506,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ HILLVIEW MARKET PLACE,"4 HILLVIEW RISE, HILLVIEW MARKET PLACE, #02-07"
103.8641016,1.309742413,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ APERIA,"12  KALLANG AVE, APERIA, #01-47"
103.89498,1.39209415,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ COMPASS ONE,"1 SENGKANG SQUARE, COMPASS ONE, #B1-25"
103.7874041,1.299294056,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ ONE NORTH,"1 FUSIONOPOLIS WAY, ONE NORTH, #B2-03"
103.8455807,1.374790095,Bin collection; E-waste accepted: Ink and toner cartridges,ANG MO KIO PUBLIC LIBRARY,4300 ANG MO KIO AVENUE 6
103.9316206,1.326984988,Bin collection; E-waste accepted: Ink and toner cartridges,BEDOK PUBLIC LIBRARY,"11 BEDOK NORTH STREET 1, #2-03 & #3-04"
103.848843,1.349853049,Bin collection; E-waste accepted: Ink and toner cartridges,BISHAN PUBLIC LIBRARY,"5 BISHAN PLACE, #1-01"
103.8936616,1.372311856,Bin collection; E-waste accepted: Ink and toner cartridges,CHENG SAN PUBLIC LIBRARY,"90 HOUGANG AVENUE, #3-11"
103.7449504,1.385068357,Bin collection; E-waste accepted: Ink and toner cartridges,CHOA CHU KANG PUBLIC LIBRARY,"21 CHOA CHU KANG AVE 4, #4-01/02"
103.7642482,1.314853218,Bin collection; E-waste accepted: Ink and toner cartridges,CLEMENTI PUBLIC LIBRARY,"3155 COMMONWEALTH AVENUE WEST, #5-13/14/15"
103.8858373,1.317442984,Bin collection; E-waste accepted: Ink and toner cartridges,GEYLANG EAST PUBLIC LIBRARY,50 GEYLANG EAST AVE 1
103.7394902,1.332884842,Bin collection; E-waste accepted: Ink and toner cartridges,JURONG REGIONAL LIBRARY,21 JURONG EAST CENTRAL 1
103.7044527,1.340469564,Bin collection; E-waste accepted: Ink and toner cartridges,JURONG WEST PUBLIC LIBRARY,"60 JURONG WEST CENTRAL 3, #1-03"
103.9095453,1.304828598,Bin collection; E-waste accepted: Ink and toner cartridges,MARINE PARADE PUBLIC LIBRARY,"278 MARINE PARADE ROAD, #1-02"
103.8539423,1.297489753,Bin collection; E-waste accepted: Ink and toner cartridges,NATIONAL LIBRARY BUILDING,100 VICTORIA STREET
103.9396836,1.353496155,Bin collection; E-waste accepted: Ink and toner cartridges,TAMPINES REGIONAL LIBRARY,"1 TAMPINES WALK, #2-01"
103.8504918,1.333520762,Bin collection; E-waste accepted: Ink and toner cartridges,TOA PAYOH PUBLIC LIBRARY,6 TOA PAYOH CENTRAL
103.8054308,1.298640211,Bin collection; E-waste accepted: Ink and toner cartridges,QUEENSTOWN PUBLIC LIBRARY,53 MARGARET DRIVE
103.7866196,1.435077886,Bin collection; E-waste accepted: Ink and toner cartridges,WOODLANDS REGIONAL LIBRARY,"900 SOUTH WOODLANDS DRIVE, #1-03"
103.8357765,1.42969848,Bin collection; E-waste accepted: Ink and toner cartridges,YISHUN PUBLIC LIBRARY,"930 YISHUN AVE 2, #4-01"
103.89498,1.39209415,Bin collection; E-waste accepted: Ink and toner cartridges,SENGKANG PUBLIC LIBRARY,"1 SENGKANG SQUARE & COMPASS ONE, #3-28 / #4-19"
103.8717045,1.350438172,Bin collection; E-waste accepted: Ink and toner cartridges,SERANGOON PUBLIC LIBRARY,"23 SERANGOON CENTRAL, #4-82/83"
103.8194621,1.448226532,Bin collection; E-waste accepted: Ink and toner cartridges,SEMBAWANG PUBLIC LIBRARY,"30 SEMBAWANG DRIVE, #5-01"
103.8556658,1.289509553,Bin collection; E-waste accepted: Ink and toner cartridges,LIBRARY@ESPLANADE,"8 RAFFLES AVENUE, #3-01"
103.856412,1.377892032,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ITE COLLEGE CENTRAL,2 ANG MO KIO DRIVE
103.7858406,1.317561967,"Bin collection; E-waste accepted: Batteries, Lamps",COLD STORAGE @ JELITA SHOPPING CENTRE,"293 HOLLAND ROAD, JELITA SHOPPING CENTRE, #01-01"
103.7882354,1.439730339,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",WOODLANDS CC,"1 WOODLANDS STREET 81, WOODLANDS CC"
103.7748119,1.429529819,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",FUCHUN CC,"1 WOODLANDS STREET 31, FUCHUN CC"
103.802611,1.439041607,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",WOODLANDS GALAXY CC,"31 WOODLANDS AVENUE 6, WOODLANDS GALAXY CC"
103.7922408,1.427492776,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ACE THE PLACE CC,"120 WOODLANDS AVENUE 1, ACE THE PLACE CC"
103.8360921,1.428035845,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",NEE SOON CENTRAL CC,"1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB, NEE SOON CENTRAL CC"
103.8346931,1.415174966,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",NEE SOON SOUTH CC,"30 YISHUN STREET 81, NEE SOON SOUTH CC"
103.8384881,1.431020872,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",NEE SOON EAST CC,"1 YISHUN AVENUE 9, NEE SOON EAST CC"
103.9095453,1.304828598,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",MARINE PARADE CC,"278 MARINE PARADE ROAD, MARINE PARADE CC"
103.954985,1.334554043,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ITE COLLEGE EAST,"10 SIMEI AVE, ITE COLLEGE EAST, #B1-14"
103.92884,1.347939478,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",TEMASEK POLYTECHHIC,"21 TAMPINES AVENUE 1, TEMASEK POLYTECHHIC"
103.8521282,1.283856981,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CLIFFORD CENTRE,"24 RAFFLES PLACE, CLIFFORD CENTRE"
103.8451554,1.276724923,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",GUOCO TOWER,"7 WALLICH STREET, GUOCO TOWER"
103.8457032,1.275735681,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",INTERNATIONAL PLAZA,"10 ANSON ROAD, INTERNATIONAL PLAZA, #36-05"
103.7801253,1.301008728,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SIT @ DOVER,"10 DOVER DRIVE, SIT@DOVER"
103.8528756,1.303022983,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",SIM LIM SQUARE,"1 ROCHOR CANAL RD, SIM LIM SQUARE"
103.8477898,1.29918373,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",THE CATHAY,"2 HANDY RD, THE CATHAY"
103.8005735,1.439777011,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ KAMPUND ADMIRALTY,"BLK 676 WOODLANDS DR 71, KAMPUND ADMIRALTY, #B1-02"
103.7740512,1.43262603,"Bin collection; E-waste accepted: Batteries, Lamps",FAIRPRICE @ MARSLING MRT,"71 WOODLANDS AVE 3, MARSLING MRT, #01-01"
103.81318,1.313479416,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",NATIONAL PARKS BOARD HQ,"1 CLUNY ROAD, NATIONAL PARKS BOARD HQ, SINGAPORE BOTANIC GARDENS"
103.7931338,1.338994627,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",THE GRANDSTAND (TURF CITY),"200 TURF CLUB ROAD DBS THE GRANDSTAND, THE GRANDSTAND( TURF CITY)"
103.8464909,1.327029906,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",ZHONGSHAN MALL,"AH HOOD ROAD, ZHONGSHAN MALL"
103.9502962,1.368827131,"Bin collection; E-waste accepted: ICT equipment, Batteries, Lamps",CORAL RIS RC - REPAIR KOPITIAM,"565 PASIR RIS ST 51, CORAL RIS RC - REPAIR KOPITIAM"
